City,Country,lat,long,temp,humidity,cloudiness,wind speed
Forsytheganj,BY,52.63,29.73,65.15600000000003,59,96,4.44
Almora,IN,29.62,79.67,68.558,93,2,1.08
Tokur,RU,53.13,132.9,60.40400000000005,95,100,1.4
Aberystwyth,GB,52.42,-4.08,60.008,86,99,2.24
Poddor'ye,RU,57.47,31.12,54.35600000000003,90,100,3.76
Winslow,US,35.02,-110.7,69.8,40,1,1.5
Henties Bay,NA,-22.12,14.28,73.99400000000007,46,0,1.34
Ostrovnoy,RU,68.05,39.51,56.21000000000008,62,0,3.78
Skegness,GB,53.14,0.34,61.44800000000002,82,90,6.2
Topchikha,RU,52.82,83.12,73.4,33,46,6.0
Likasi,CD,-10.98,26.73,79.16000000000008,17,0,4.21
Yerofey Pavlovich,RU,53.97,121.97,65.96600000000001,78,40,0.35
Tromsø,NO,69.65,18.96,66.2,52,75,2.1
Portland,US,45.52,-122.68,59.97200000000004,63,20,1.54
Tiznit Province,MA,29.58,-9.5,96.74600000000005,23,46,2.24
Bhānvad,IN,21.93,69.77,78.83600000000007,89,100,2.61
Kushiro,JP,42.98,144.37,54.82400000000001,83,100,2.56
Chicama,PE,-7.84,-79.15,68.70200000000008,67,27,2.83
Evensk,RU,61.95,159.23,51.20600000000003,95,100,2.15
Téra,NE,14.01,0.75,89.07800000000006,51,100,6.87
Sarankhola,BD,22.31,89.79,81.82400000000001,86,79,2.56
Ukiah,US,39.15,-123.21,56.030000000000044,82,1,1.5
Vilhena,BR,-12.74,-60.15,80.6,54,1,3.1
Gua Musang,MY,4.88,101.96,76.33399999999999,89,37,0.54
Tacoronte,ES,28.48,-16.41,69.89000000000001,73,40,9.3
Villazón,BO,-22.09,-65.59,47.94800000000002,36,0,1.97
Humaitá,BR,-7.51,-63.02,88.82600000000009,40,0,1.46
Bireun,ID,5.2,96.7,80.31200000000005,77,2,1.38
Isangel,VU,-19.55,169.27,72.35600000000002,85,1,1.31
Tcholliré,CM,8.4,14.17,82.85,73,53,0.94
Gimli,CA,50.63,-96.99,64.99400000000007,99,92,5.81
Ozinki,RU,51.18,49.68,86.9,38,98,2.55
Puerto Madryn,AR,-42.77,-65.04,42.13399999999999,62,11,5.68
Shimanovsk,RU,52.0,127.7,69.0260000000001,81,10,2.97
Chapada dos Guimarães,BR,-15.46,-55.75,80.6,61,0,1.5
Micheweni,TZ,-4.97,39.83,79.50200000000008,68,10,6.12
Dzaoudzi,YT,-12.79,45.27,80.6,69,100,5.7
Nacala,MZ,-14.54,40.67,80.6,54,40,7.7
Pisco,PE,-13.7,-76.22,59.0,93,90,3.6
Suleja,NG,9.18,7.18,84.2,70,75,3.6
Moerai,PF,-22.43,-151.33,70.52000000000007,73,0,4.94
Sioux Lookout,CA,50.1,-91.92,66.2,59,20,7.2
Kalmunai,LK,7.42,81.82,86.0,67,75,7.68
Shitanjing,CN,39.23,106.34,82.41800000000009,27,75,4.76
Assiut,EG,27.18,31.18,102.2,22,0,6.2
Malpe,IN,13.35,74.72,77.0,94,90,2.1
Kokstad,ZA,-30.55,29.42,51.49400000000007,39,0,2.02
Salekhard,RU,66.53,66.6,62.852000000000075,88,96,5.7
Vermillion,US,42.78,-96.93,62.18600000000007,93,1,2.1
Kapuskasing,CA,49.42,-82.43,64.4,93,90,4.6
Pacific Grove,US,36.62,-121.92,57.23600000000007,87,90,1.5
Tres Picos,MX,15.87,-93.53,82.61600000000001,73,19,1.29
Malye Derbety,RU,47.95,44.68,83.46200000000006,29,0,5.92
Hopelchén,MX,19.77,-89.85,82.4,83,5,2.6
Rāmshīr,IR,30.89,49.41,117.5,7,0,8.2
Merrill,US,45.18,-89.68,62.99600000000005,88,1,1.62
Eyl,SO,7.98,49.82,92.08399999999999,39,99,12.34
Williston,US,48.15,-103.62,60.69199999999999,67,0,1.34
Varadero,CU,23.15,-81.25,86.0,74,20,2.6
Barra de Tecoanapa,MX,16.52,-98.75,80.09600000000005,83,0,1.76
Hirara,JP,24.8,125.28,85.51400000000004,82,100,9.93
Westport,US,41.14,-73.36,71.24000000000002,69,90,3.6
Ponta do Sol,PT,32.67,-17.1,73.97600000000008,57,20,10.3
Valley City,US,46.92,-98.0,68.0,77,1,6.2
Tocopilla,CL,-22.09,-70.2,68.0,35,1,2.87
Plettenberg Bay,ZA,-34.05,23.37,56.75,41,0,1.01
Paamiut,GL,61.99,-49.67,42.332000000000015,88,3,6.66
Soyo,AO,-6.13,12.37,82.4,58,20,3.1
Camopi,GF,3.17,-52.32,85.33399999999999,62,4,1.81
Kalabo,ZM,-14.97,22.68,83.66000000000008,12,0,4.34
Le Pont-de-Claix,FR,45.12,5.71,68.0,62,85,1.34
Harper,LR,4.38,-7.72,78.11600000000001,70,100,3.94
Palmer,US,42.16,-72.33,70.53800000000004,68,90,2.64
Nanortalik,GL,60.14,-45.24,42.22400000000001,88,95,2.12
Vasil'yevo,RU,55.84,48.66,86.0,30,93,5.0
Kéfalos,GR,36.75,26.96,80.6,57,0,8.7
Kuopio,FI,62.89,27.68,68.0,42,50,1.0
Alexandria,EG,31.22,29.96,84.2,62,40,6.2
Shenjiamen,CN,29.96,122.3,74.066,97,100,5.34
Castro Verde Municipality,PT,37.7,-8.09,91.4,29,0,1.5
Constantine,DZ,36.37,6.61,84.2,45,20,7.2
Davila,PH,18.47,120.58,83.80400000000006,73,2,1.39
Shache,CN,38.42,77.24,86.25200000000008,23,34,4.62
Tautira,PF,-17.73,-149.15,74.192,94,13,1.5
Rāwatsār,IN,29.28,74.38,104.48600000000008,29,14,4.66
La Rioja,ES,42.25,-2.5,75.2,41,20,4.1
Corn Island,NI,12.17,-83.04,82.058,79,100,10.12
São Miguel do Araguaia,BR,-13.28,-50.16,87.18800000000005,23,0,3.58
Karaton,ID,-6.34,106.1,80.2760000000001,78,40,5.1
Guangyuan,CN,32.44,105.82,72.46400000000003,90,61,2.02
Bato,PH,13.35,123.37,78.18800000000005,87,45,2.14
Bairiki Village,KI,1.33,172.98,82.4,74,20,1.0
Tibú,CO,8.64,-72.74,84.84800000000003,68,25,1.01
Umm Qays,JO,32.65,35.69,86.0,66,40,4.6
São Pedro do Sul,BR,-29.62,-54.18,41.0,80,20,2.6
Formosa,AR,-26.18,-58.18,51.8,76,100,2.6
Kuah,MY,6.33,99.84,84.11000000000008,89,20,1.0
Mana,GF,5.66,-53.78,84.70400000000005,64,0,2.92
Khasan,RU,42.43,130.64,61.88000000000004,91,71,1.48
Non Sang,TH,16.87,102.57,84.2,74,75,0.5
Roxana,CR,10.28,-83.75,74.42600000000009,61,100,2.6
Sydney,AU,-33.87,151.21,52.19600000000005,62,40,6.2
Reidsville,US,36.35,-79.66,80.6,69,1,1.58
Washington,US,47.5,-120.5,61.898000000000025,41,2,4.92
Ottumwa,US,41.02,-92.41,69.22400000000002,93,90,2.67
Qasigiannguit,GL,68.82,-51.19,46.4,65,75,2.6
Udachny,RU,66.42,112.4,71.6,43,20,2.0
Huarmey,PE,-10.07,-78.15,64.85,76,65,3.5
Den Helder,NL,52.96,4.76,64.4,68,40,3.6
Tsaratanana,MG,-16.78,47.65,80.67200000000004,29,0,1.88
Aden,YE,12.78,45.04,88.016,66,95,4.15
Yeniseysk,RU,58.45,92.17,56.80400000000005,63,41,2.38
Amapá,BR,1.0,-52.0,82.36400000000003,73,0,1.42
Pedasí,PA,7.53,-80.03,80.47400000000002,78,25,2.19
Muyezerskiy,RU,63.93,31.65,63.338000000000044,57,97,2.64
Cortez,US,37.35,-108.59,67.92800000000007,40,40,2.6
Akonolinga,CM,3.77,12.25,70.30400000000006,96,100,0.47
Margate,GB,51.38,1.39,65.984,67,93,1.34
Abhā,SA,18.22,42.51,88.64600000000004,10,40,2.6
Kedrovyy,RU,56.17,91.82,60.8,55,98,3.0
Matadi,CD,-5.82,13.45,90.37400000000001,37,31,1.72
Umred,IN,20.85,79.33,78.8,94,90,2.53
Madera,US,37.17,-119.83,69.81800000000008,47,0,0.17
Kamiiso,JP,41.82,140.65,57.92000000000006,88,35,2.32
Naze,JP,28.37,129.48,80.6,94,75,5.7
Saint Anthony,US,45.02,-93.22,68.54000000000002,60,1,2.1
Borbon,PH,10.84,124.03,79.46600000000001,79,100,3.91
Gisborne,NZ,-38.65,178.0,50.0,73,100,3.13
Binga,ZW,-17.62,27.34,79.30400000000006,16,0,2.08
Mount Isa,AU,-20.73,139.5,53.6,37,0,3.6
Ciudad Bolivar,VE,8.12,-63.55,84.41600000000001,66,0,3.85
Dudinka,RU,69.41,86.18,50.0,81,75,4.0
Marinette,US,45.1,-87.63,69.33200000000002,77,40,2.6
Bridlington,GB,54.08,-0.19,61.268000000000086,82,100,5.1
Linxia Chengguanzhen,CN,35.6,103.21,67.08200000000002,62,65,1.4
Guilin,CN,25.28,110.29,84.2,79,42,1.0
Chivay,PE,-15.64,-71.6,49.38800000000005,42,0,1.41
Camacha,PT,33.08,-16.33,71.6,64,75,8.2
