City,Country,lat,long,temp,humidity,cloudiness,wind speed
Bazarnyy Syzgan,RU,53.75,46.75,72.57200000000003,55,32,3.03
Saint-Leu,RE,-21.15,55.28,68.88200000000002,64,81,7.7
Buarcos,PT,40.17,-8.88,90.35600000000002,45,0,4.1
Koungou,YT,-12.73,45.2,80.6,57,75,9.3
Constitución,CL,-35.33,-72.42,53.99600000000005,87,100,10.27
Kiryat Gat,IL,31.61,34.76,85.78399999999999,52,0,1.34
Roseburg,US,43.22,-123.34,59.0,67,1,1.5
Sungai Raya,ID,0.7,108.9,79.75400000000005,85,86,1.96
Kruisfontein,ZA,-34.0,24.73,74.39000000000001,20,0,3.68
Caorle,IT,45.6,12.88,73.36400000000003,54,33,3.13
Kidal,ML,18.44,1.41,99.46400000000003,26,25,3.07
Zaplavnoye,RU,48.7,45.02,89.31200000000005,22,76,3.0
Skjervøy,NO,70.03,20.97,66.2,59,100,1.5
Chuzhou,CN,32.32,118.3,73.99400000000007,99,100,4.06
Santa Luzia,BR,-19.77,-43.85,59.0,87,43,2.1
Quatre Cocos,MU,-20.21,57.76,75.61400000000003,64,40,6.7
Teguise,ES,29.06,-13.56,78.8,74,0,4.6
Sept-Îles,CA,50.2,-66.38,63.608000000000004,72,75,3.1
Nagato,JP,34.38,131.2,75.2,78,40,2.6
Cabra,ES,37.47,-4.44,96.99800000000002,24,16,3.17
Arman',RU,59.7,150.17,50.55800000000001,92,97,1.64
Xining,CN,36.62,101.77,59.39600000000005,82,97,1.03
San Ramon,US,37.78,-121.98,56.983999999999995,93,1,2.6
Tymovskoye,RU,50.85,142.66,62.492,94,100,0.7
Puerto Colombia,CO,10.99,-74.95,80.6,94,20,2.1
Diego de Almagro,CL,-26.37,-70.05,47.354000000000056,43,0,0.62
Sieradz,PL,51.6,18.73,69.99800000000002,60,38,0.89
Araceli,PH,10.55,119.99,84.72200000000004,68,9,1.38
Boa Vista,BR,2.82,-60.67,77.0,88,75,2.1
Wattegama,LK,6.8,81.48,89.6,62,75,6.2
Flinders,AU,-34.58,150.86,54.932000000000016,74,61,2.68
Sabha,LY,27.04,14.43,104.99000000000002,10,0,4.24
Tautira,PF,-17.73,-149.15,73.20200000000008,94,20,1.5
Methóni,GR,36.82,21.7,83.04800000000003,51,40,5.7
Nizhniy Kuranakh,RU,58.84,125.49,70.91600000000001,85,75,1.15
Hohhot,CN,40.81,111.65,66.2,88,40,4.0
Yanam,IN,16.73,82.22,86.0,74,75,3.1
Tigil',RU,57.8,158.67,52.32200000000004,90,95,2.45
Hanyang,CN,32.14,105.51,77.03600000000007,88,0,2.31
Oyama,JP,36.3,139.8,68.9,88,75,4.1
Tulagi,SB,-9.1,160.15,77.0,94,75,7.76
Bam,IR,29.11,58.36,100.31000000000009,13,30,3.51
Barra de Tecoanapa,MX,16.52,-98.75,75.74000000000002,86,70,2.27
Colac,AU,-38.33,143.58,41.342,92,18,1.85
Salta,AR,-24.79,-65.41,35.6,93,0,1.0
Lyuban',BY,52.8,28.0,75.88399999999999,50,4,1.55
Carrigaline,IE,51.81,-8.4,64.79600000000005,88,75,6.7
Suntar,RU,62.14,117.63,64.02200000000003,70,95,1.68
Cap Malheureux,MU,-19.98,57.61,75.99199999999999,58,57,5.36
Płońsk,PL,52.62,20.38,73.00400000000005,68,75,2.6
Hobyo,SO,5.35,48.53,85.01000000000008,53,100,13.16
Porto-Novo,BJ,6.5,2.6,78.8,83,40,4.1
Kattivākkam,IN,13.22,80.32,89.6,66,75,2.1
São Félix do Xingu,BR,-6.64,-51.99,80.74400000000007,56,49,1.18
Lar,IN,26.2,83.97,98.22200000000004,43,70,3.49
Bayir,TR,37.27,28.22,92.73200000000001,21,0,6.2
Havelock,US,34.88,-76.9,76.35200000000007,79,1,1.37
Labuhan,ID,-6.88,112.21,80.24000000000002,82,45,4.63
Aswān,EG,24.09,32.91,102.41600000000001,12,0,5.72
Ostrovnoy,RU,68.05,39.51,61.358000000000004,49,0,4.47
Port Lincoln,AU,-34.73,135.87,57.541999999999994,53,74,5.3
Tromsø,NO,69.65,18.96,64.4,63,100,9.3
Yagodnoye,RU,62.55,149.67,53.74400000000007,80,99,1.37
Yumen,CN,40.28,97.2,71.924,40,23,4.74
Malanville,BJ,11.87,3.39,87.00800000000001,58,45,3.19
Taltal,CL,-25.4,-70.48,55.99400000000007,69,27,1.93
Uray,RU,60.12,64.78,93.79400000000007,35,4,4.45
Goderich,CA,43.75,-81.72,68.43200000000002,85,0,0.45
Tezu,IN,27.92,96.17,77.66600000000001,75,100,2.0
Durbuy,BE,50.35,5.47,64.47200000000004,68,75,2.6
Tarko-Sale,RU,64.92,77.78,66.07400000000001,48,39,4.35
Ramnagar,IN,29.4,79.12,94.658,48,65,2.12
Sfântu Gheorghe,RO,45.87,25.78,77.0,39,1,0.57
Krasnyy Yar,RU,46.53,48.35,95.0,14,61,5.0
Santiago del Estero,AR,-27.8,-64.26,52.91600000000001,79,0,1.93
Arló,HU,48.18,20.27,60.062000000000054,81,100,2.18
Rundu,NA,-17.93,19.77,50.0,21,6,4.6
Kwinana,AU,-32.25,115.77,51.242,87,75,2.1
Ellensburg,US,47.0,-120.55,62.36600000000001,63,1,6.2
Puerto Rondón,CO,6.28,-71.1,74.13800000000005,92,33,0.69
Agüimes,ES,27.91,-15.45,79.82600000000009,61,20,10.3
Casas Grandes,MX,30.37,-107.95,66.99199999999999,72,99,1.37
Sobolevo,RU,54.43,31.9,69.54800000000003,64,68,2.94
Malatya Province,TR,38.5,38.0,98.6,17,40,3.6
Nemuro,JP,43.32,145.57,58.24400000000007,94,8,4.95
Vung Tau,VN,10.35,107.08,83.78600000000007,75,4,3.56
Rotifunk,SL,8.23,-12.68,78.60200000000007,81,100,2.67
Ubari,LY,26.59,12.78,104.9,10,0,0.71
Bambanglipuro,ID,-7.95,110.28,76.17200000000004,87,66,4.04
Chifeng,CN,42.27,118.96,78.22400000000002,51,100,4.46
Udachny,RU,66.42,112.4,62.6,59,75,3.0
Amacuzac,MX,18.58,-99.35,63.266000000000005,80,63,1.07
Bacolod City,PH,10.67,122.95,80.6,80,64,2.57
San Cristobal,VE,7.77,-72.22,75.2,78,40,1.0
Teyateyaneng,LS,-29.15,27.75,63.842,22,0,1.76
Port-Gentil,GA,-0.72,8.78,82.4,74,40,4.17
Praia da Vitória,PT,38.73,-27.07,69.8,83,75,4.96
Sasebo,JP,33.16,129.72,75.88399999999999,78,75,5.1
Selma,US,36.57,-119.61,70.39400000000008,68,1,1.48
Adrar,MR,20.5,-10.07,100.63399999999999,17,4,2.01
Troitsko-Pechorsk,RU,62.71,56.2,78.96200000000006,65,96,0.44
Point Pedro,LK,9.82,80.23,84.23600000000008,75,100,4.8
Manggar,ID,-2.88,108.27,80.924,86,1,3.69
Macusani,PE,-14.08,-70.43,37.90400000000005,73,20,0.62
Okha,RU,53.57,142.95,57.50600000000003,98,100,2.9
Ipixuna,BR,-1.76,-48.8,78.8,88,79,2.6
Nizwá,OM,22.93,57.53,89.74400000000007,41,95,2.54
Road Town,VG,18.42,-64.62,82.90400000000005,74,40,3.6
Padmanābhapuram,IN,8.23,77.33,80.6,74,75,10.3
Gladstone,AU,-23.85,151.25,51.8,76,0,1.98
Paita,PE,-5.09,-81.11,60.81800000000008,85,7,4.4
Sarh,TD,9.14,18.39,84.2,66,40,3.1
Port Shepstone,ZA,-30.74,30.45,68.73800000000004,34,0,4.86
Mapiri,BO,-15.25,-68.17,67.766,88,97,0.18
Luga,RU,58.74,29.85,75.57800000000006,31,0,3.44
‘Āhuimanu,US,21.44,-157.84,76.91000000000008,74,20,2.1
Ransang,PH,8.96,117.58,82.32800000000006,75,54,1.3
Sioux Lookout,CA,50.1,-91.92,59.0,87,20,1.82
Shiraz,IR,29.6,52.54,95.0,13,75,2.1
King City,US,36.21,-121.13,56.06600000000001,59,0,0.87
Norco,US,33.93,-117.55,63.55400000000005,72,1,1.42
Khvatovka,RU,52.35,46.56,76.46000000000008,42,51,4.04
Guatire,VE,10.48,-66.54,71.49199999999999,82,69,1.91
Kholuy,RU,56.58,41.87,65.642,81,85,3.3
Harper,LR,4.38,-7.72,79.934,67,89,3.93
