city,Country,lat,long,temp,humidity,cloudiness,wind speed
Teguise,ES,29.06,-13.56,299.15,74,0,4.6
Sept-Îles,CA,50.2,-66.38,290.71,72,75,3.1
Nagato,JP,34.38,131.2,297.15,78,40,2.6
Cabra,ES,37.47,-4.44,309.26,24,16,3.17
Arman',RU,59.7,150.17,283.46,92,97,1.64
Xining,CN,36.62,101.77,288.37,82,97,1.03
San Ramon,US,37.78,-121.98,287.03,93,1,2.6
Tymovskoye,RU,50.85,142.66,290.09,94,100,0.7
Puerto Colombia,CO,10.99,-74.95,300.15,94,20,2.1
Luba,GQ,3.46,8.55,299.15,100,75,2.6
Diego de Almagro,CL,-26.37,-70.05,281.68,43,0,0.62
Sieradz,PL,51.6,18.73,294.26,60,38,0.89
Araceli,PH,10.55,119.99,302.44,68,9,1.38
Boa Vista,BR,2.82,-60.67,298.15,88,75,2.1
Wattegama,LK,6.8,81.48,305.15,62,75,6.2
Flinders,AU,-34.58,150.86,285.89,74,61,2.68
Sabha,LY,27.04,14.43,313.7,10,0,4.24
Tautira,PF,-17.73,-149.15,296.04,94,20,1.5
Methóni,GR,36.82,21.7,301.51,51,40,5.7
Nizhniy Kuranakh,RU,58.84,125.49,294.77,85,75,1.15
Hohhot,CN,40.81,111.65,292.15,88,40,4.0
Yanam,IN,16.73,82.22,303.15,74,75,3.1
Tigil',RU,57.8,158.67,284.44,90,95,2.45
Hanyang,CN,32.14,105.51,298.17,88,0,2.31
Oyama,JP,36.3,139.8,293.65,88,75,4.1
Tulagi,SB,-9.1,160.15,298.15,94,75,7.76
Bam,IR,29.11,58.36,311.1,13,30,3.51
Barra de Tecoanapa,MX,16.52,-98.75,297.45,86,70,2.27
Colac,AU,-38.33,143.58,278.34,92,18,1.85
Salta,AR,-24.79,-65.41,275.15,93,0,1.0
Lyuban',BY,52.8,28.0,297.53,50,4,1.55
Carrigaline,IE,51.81,-8.4,291.37,88,75,6.7
Suntar,RU,62.14,117.63,290.94,70,95,1.68
Cap Malheureux,MU,-19.98,57.61,297.59,58,57,5.36
Płońsk,PL,52.62,20.38,295.93,68,75,2.6
Hobyo,SO,5.35,48.53,302.6,53,100,13.16
Porto-Novo,BJ,6.5,2.6,299.15,83,40,4.1
Kattivākkam,IN,13.22,80.32,305.15,66,75,2.1
São Félix do Xingu,BR,-6.64,-51.99,300.23,56,49,1.18
Lar,IN,26.2,83.97,309.94,43,70,3.49
Bayir,TR,37.27,28.22,306.89,21,0,6.2
Havelock,US,34.88,-76.9,297.79,79,1,1.37
Labuhan,ID,-6.88,112.21,299.95,82,45,4.63
Gmina Końskie,PL,51.19,20.41,291.66,100,70,2.33
Aswān,EG,24.09,32.91,312.27,12,0,5.72
Ostrovnoy,RU,68.05,39.51,289.46,49,0,4.47
Port Lincoln,AU,-34.73,135.87,287.34,53,74,5.3
Tromsø,NO,69.65,18.96,291.15,63,100,9.3
Yagodnoye,RU,62.55,149.67,285.23,80,99,1.37
Yumen,CN,40.28,97.2,295.33,40,23,4.74
Malanville,BJ,11.87,3.39,303.71,58,45,3.19
Taltal,CL,-25.4,-70.48,286.48,69,27,1.93
Uray,RU,60.12,64.78,307.48,35,4,4.45
Goderich,CA,43.75,-81.72,293.39,85,0,0.45
Tezu,IN,27.92,96.17,298.52,75,100,2.0
Durbuy,BE,50.35,5.47,291.19,68,75,2.6
Tarko-Sale,RU,64.92,77.78,292.08,48,39,4.35
Ramnagar,IN,29.4,79.12,307.96,48,65,2.12
Sfântu Gheorghe,RO,45.87,25.78,298.15,39,1,0.57
Krasnyy Yar,RU,46.53,48.35,308.15,14,61,5.0
Santiago del Estero,AR,-27.8,-64.26,284.77,79,0,1.93
Arló,HU,48.18,20.27,288.74,81,100,2.18
Rundu,NA,-17.93,19.77,283.15,21,6,4.6
Kwinana,AU,-32.25,115.77,283.84,87,75,2.1
Santo Augusto,BR,-27.85,-53.78,287.15,100,64,2.1
Ellensburg,US,47.0,-120.55,290.02,63,1,6.2
Puerto Rondón,CO,6.28,-71.1,296.56,92,33,0.69
Agüimes,ES,27.91,-15.45,299.72,61,20,10.3
Casas Grandes,MX,30.37,-107.95,292.59,72,99,1.37
Morgan City,US,29.7,-91.21,296.38,100,1,2.6
Sobolevo,RU,54.43,31.9,294.01,64,68,2.94
Malatya Province,TR,38.5,38.0,310.15,17,40,3.6
Nemuro,JP,43.32,145.57,287.73,94,8,4.95
Vung Tau,VN,10.35,107.08,301.92,75,4,3.56
Rotifunk,SL,8.23,-12.68,299.04,81,100,2.67
Ubari,LY,26.59,12.78,313.65,10,0,0.71
Bambanglipuro,ID,-7.95,110.28,297.69,87,66,4.04
Chifeng,CN,42.27,118.96,298.83,51,100,4.46
Udachny,RU,66.42,112.4,290.15,59,75,3.0
Amacuzac,MX,18.58,-99.35,290.52,80,63,1.07
Bacolod City,PH,10.67,122.95,300.15,80,64,2.57
San Cristobal,VE,7.77,-72.22,297.15,78,40,1.0
Teyateyaneng,LS,-29.15,27.75,290.84,22,0,1.76
Port-Gentil,GA,-0.72,8.78,301.15,74,40,4.17
Praia da Vitória,PT,38.73,-27.07,294.15,83,75,4.96
Sasebo,JP,33.16,129.72,297.53,78,75,5.1
Selma,US,36.57,-119.61,294.48,68,1,1.48
Adrar,MR,20.5,-10.07,311.28,17,4,2.01
Troitsko-Pechorsk,RU,62.71,56.2,299.24,65,96,0.44
Point Pedro,LK,9.82,80.23,302.17,75,100,4.8
Manggar,ID,-2.88,108.27,300.33,86,1,3.69
Macusani,PE,-14.08,-70.43,276.43,73,20,0.62
Okha,RU,53.57,142.95,287.32,98,100,2.9
Ipixuna,BR,-1.76,-48.8,299.15,88,79,2.6
Nizwá,OM,22.93,57.53,305.23,41,95,2.54
Road Town,VG,18.42,-64.62,301.43,74,40,3.6
Padmanābhapuram,IN,8.23,77.33,300.15,74,75,10.3
Gladstone,AU,-23.85,151.25,284.15,76,0,1.98
Paita,PE,-5.09,-81.11,289.16,85,7,4.4
Sarh,TD,9.14,18.39,302.15,66,40,3.1
Port Shepstone,ZA,-30.74,30.45,293.56,34,0,4.86
Mapiri,BO,-15.25,-68.17,293.02,88,97,0.18
Luga,RU,58.74,29.85,297.36,31,0,3.44
‘Āhuimanu,US,21.44,-157.84,298.1,74,20,2.1
Ransang,PH,8.96,117.58,301.11,75,54,1.3
Sioux Lookout,CA,50.1,-91.92,288.15,87,20,1.82
Shiraz,IR,29.6,52.54,308.15,13,75,2.1
King City,US,36.21,-121.13,286.52,59,0,0.87
Norco,US,33.93,-117.55,290.68,72,1,1.42
Khvatovka,RU,52.35,46.56,297.85,42,51,4.04
Guatire,VE,10.48,-66.54,295.09,82,69,1.91
Kholuy,RU,56.58,41.87,291.84,81,85,3.3
Harper,LR,4.38,-7.72,299.78,67,89,3.93
